State,AirQualityIndex,Pop,avgCost,registrationCost,registrationNote,costIndex,costRank,groceryCost,housingCost,utilitiesCost,transportationCost,miscCost,homicideRate2017,firearmDeathRate,firearmDeaths,debt,PerCapita,overallRank,higherEducationRank,prek12Rank,EmploymentRateRank,employmentRate,White,Black,Hispanic,American Indian/Alaska Native,Asian,Native Hawaiian/Other Pacific Islander,Two Or More Races,Total,totalHomeless,totalHouseholds,totalVeterans,totalYoungAdults,lowestIncomeTaxBracket,highestIncomeTaxBracket,Growth,rank,Pop2018,Pop2010,growthSince2010,Percent,density,Total Outdoor Recreation Industries,Private industries,Manufacturing,Retail trade,"Finance, insurance, real estate, rental, and leasing","Arts, entertainment, and recreation",Accomodations and food service,All other private industries,Government,averageACTScore,meetingEnglish,meetingReading,meetingMath,meetingScience
Washington,,7797095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0347,,,,,,,,,,,,,,,,,,,,
Nevada,,3139658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0347,,,,,,,,,,,,,,,,,,,,
Florida,,21992985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0326,,,,,,,,,,,,,,,,,,,,
Arizona,,7378494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0288,,,,,,,,,,,,,,,,,,,,
Texas,,29472295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0268,,,,,,,,,,,,,,,,,,,,
Oregon,,4301089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0263,,,,,,,,,,,,,,,,,,,,
Colorado,,5845526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0263,,,,,,,,,,,,,,,,,,,,
District of Columbia,,720687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,,,,,,,,,,,,,,,,,,,,
South Carolina,,5210095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0248,,,,,,,,,,,,,,,,,,,,
South Dakota,,903027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0236,,,,,,,,,,,,,,,,,,,,
Montana,,1086759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,,,,,,,,,,,,,,,,,,,,
North Carolina,,10611862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,
Georgia,,10736059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0206,,,,,,,,,,,,,,,,,,,,
Tennessee,,6897576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0188,,,,,,,,,,,,,,,,,,,,
Delaware,,982895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0163,,,,,,,,,,,,,,,,,,,,
Minnesota,,5700671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0159,,,,,,,,,,,,,,,,,,,,
Virginia,,8626207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0127,,,,,,,,,,,,,,,,,,,,
Nebraska,,1952570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0121,,,,,,,,,,,,,,,,,,,,
New Hampshire,,1371246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0109,,,,,,,,,,,,,,,,,,,,
Massachusetts,,6976597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0108,,,,,,,,,,,,,,,,,,,,
California,,39937489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0096,,,,,,,,,,,,,,,,,,,,
Arkansas,,3038999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084,,,,,,,,,,,,,,,,,,,,
Indiana,,6745354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,,,,,,,,,,,,,,,,,,,,
Iowa,,3179849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0075,,,,,,,,,,,,,,,,,,,,
Kentucky,,4499692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,,,,,,,,,,,,,,,,,,,,
Missouri,,6169270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,,,,,,,,,,,,,,,,,,,,
Maryland,,6083116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0067,,,,,,,,,,,,,,,,,,,,
Wisconsin,,5851754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0066,,,,,,,,,,,,,,,,,,,,
Maine,,1345790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0055,,,,,,,,,,,,,,,,,,,,
Ohio,,11747694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,
Michigan,,10045029.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0049,,,,,,,,,,,,,,,,,,,,
Alabama,,4908621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0042,,,,,,,,,,,,,,,,,,,,
New Jersey,,8936574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0031,,,,,,,,,,,,,,,,,,,,
Oklahoma,,3954821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,
Vermont,,628061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028,,,,,,,,,,,,,,,,,,,,
North Dakota,,761723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0022,,,,,,,,,,,,,,,,,,,,
Pennsylvania,,12820878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011,,,,,,,,,,,,,,,,,,,,
Mississippi,,2989260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009,,,,,,,,,,,,,,,,,,,,
New Mexico,,2096640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006,,,,,,,,,,,,,,,,,,,,
Kansas,,2910357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0004,,,,,,,,,,,,,,,,,,,,
Rhode Island,,1056161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0011,,,,,,,,,,,,,,,,,,,,
Connecticut,,3563077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027,,,,,,,,,,,,,,,,,,,,
Louisiana,,4645184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0032,,,,,,,,,,,,,,,,,,,,
Alaska,,734002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0047,,,,,,,,,,,,,,,,,,,,
New York,,19440469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0052,,,,,,,,,,,,,,,,,,,,
Hawaii,,1412687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0055,,,,,,,,,,,,,,,,,,,,
Illinois,,12659682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0064,,,,,,,,,,,,,,,,,,,,
West Virginia,,1778070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0154,,,,,,,,,,,,,,,,,,,,
Wyoming,,567025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0185,,,,,,,,,,,,,,,,,,,,
Alabama,,4908621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0042,,,,,,,,,,,,,,,,,,,,
Alaska,,734002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0047,,,,,,,,,,,,,,,,,,,,
Arizona,,7378494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0288,,,,,,,,,,,,,,,,,,,,
Arkansas,,3038999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084,,,,,,,,,,,,,,,,,,,,
California,,39937489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0096,,,,,,,,,,,,,,,,,,,,
Colorado,,5845526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0263,,,,,,,,,,,,,,,,,,,,
Connecticut,,3563077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027,,,,,,,,,,,,,,,,,,,,
Delaware,,982895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0163,,,,,,,,,,,,,,,,,,,,
District of Columbia,,720687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,,,,,,,,,,,,,,,,,,,,
Florida,,21992985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0326,,,,,,,,,,,,,,,,,,,,
Georgia,,10736059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0206,,,,,,,,,,,,,,,,,,,,
Hawaii,,1412687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0055,,,,,,,,,,,,,,,,,,,,
Idaho,,1826156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,,,,,,,,,,,,,,,,,,,,
Illinois,,12659682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0064,,,,,,,,,,,,,,,,,,,,
Indiana,,6745354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,,,,,,,,,,,,,,,,,,,,
Iowa,,3179849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0075,,,,,,,,,,,,,,,,,,,,
Kansas,,2910357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0004,,,,,,,,,,,,,,,,,,,,
Kentucky,,4499692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,,,,,,,,,,,,,,,,,,,,
Louisiana,,4645184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0032,,,,,,,,,,,,,,,,,,,,
Maine,,1345790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0055,,,,,,,,,,,,,,,,,,,,
Maryland,,6083116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0067,,,,,,,,,,,,,,,,,,,,
Massachusetts,,6976597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0108,,,,,,,,,,,,,,,,,,,,
Michigan,,10045029.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0049,,,,,,,,,,,,,,,,,,,,
Minnesota,,5700671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0159,,,,,,,,,,,,,,,,,,,,
Mississippi,,2989260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009,,,,,,,,,,,,,,,,,,,,
Missouri,,6169270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,,,,,,,,,,,,,,,,,,,,
Montana,,1086759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,,,,,,,,,,,,,,,,,,,,
Nebraska,,1952570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0121,,,,,,,,,,,,,,,,,,,,
Nevada,,3139658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0347,,,,,,,,,,,,,,,,,,,,
New Hampshire,,1371246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0109,,,,,,,,,,,,,,,,,,,,
New Jersey,,8936574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0031,,,,,,,,,,,,,,,,,,,,
New Mexico,,2096640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006,,,,,,,,,,,,,,,,,,,,
New York,,19440469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0052,,,,,,,,,,,,,,,,,,,,
North Carolina,,10611862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,,,
North Dakota,,761723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0022,,,,,,,,,,,,,,,,,,,,
Ohio,,11747694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,,,,,,,,,,,,,
Oklahoma,,3954821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,
Oregon,,4301089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0263,,,,,,,,,,,,,,,,,,,,
Pennsylvania,,12820878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011,,,,,,,,,,,,,,,,,,,,
Rhode Island,,1056161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0011,,,,,,,,,,,,,,,,,,,,
South Carolina,,5210095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0248,,,,,,,,,,,,,,,,,,,,
South Dakota,,903027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0236,,,,,,,,,,,,,,,,,,,,
Tennessee,,6897576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0188,,,,,,,,,,,,,,,,,,,,
Texas,,29472295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0268,,,,,,,,,,,,,,,,,,,,
Utah,,3282115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0383,,,,,,,,,,,,,,,,,,,,
Vermont,,628061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028,,,,,,,,,,,,,,,,,,,,
Virginia,,8626207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0127,,,,,,,,,,,,,,,,,,,,
Washington,,7797095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0347,,,,,,,,,,,,,,,,,,,,
West Virginia,,1778070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0154,,,,,,,,,,,,,,,,,,,,
Wisconsin,,5851754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0066,,,,,,,,,,,,,,,,,,,,
Wyoming,,567025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0185,,,,,,,,,,,,,,,,,,,,
California,,39937489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0096,1.0,39557045.0,37320903.0,0.0701,0.1194,256.3727,,,,,,,,,,,,,,
Texas,,29472295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0268,2.0,28701845.0,25242679.0,0.1676,0.0881,112.8204,,,,,,,,,,,,,,
Florida,,21992985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0326,3.0,21299325.0,18845785.0,0.167,0.0658,410.1256,,,,,,,,,,,,,,
New York,,19440469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0052,4.0,19542209.0,19400080.0,0.0021,0.0581,412.5211,,,,,,,,,,,,,,
Pennsylvania,,12820878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011,5.0,12807060.0,12711158.0,0.0086,0.0383,286.5449,,,,,,,,,,,,,,
Illinois,,12659682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0064,6.0,12741080.0,12840762.0,-0.0141,0.0379,228.0243,,,,,,,,,,,,,,
Ohio,,11747694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,7.0,11689442.0,11539327.0,0.0181,0.0351,287.5038,,,,,,,,,,,,,,
Georgia,,10736059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0206,8.0,10519475.0,9711810.0,0.1055,0.0321,186.6719,,,,,,,,,,,,,,
North Carolina,,10611862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,9.0,10383620.0,9574293.0,0.1084,0.0317,218.2702,,,,,,,,,,,,,,
Michigan,,10045029.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0049,10.0,9995915.0,9877535.0,0.017,0.03,177.6655,,,,,,,,,,,,,,
New Jersey,,8936574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0031,11.0,8908520.0,8799624.0,0.0156,0.0267,1215.1991,,,,,,,,,,,,,,
Virginia,,8626207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0127,12.0,8517685.0,8023680.0,0.0751,0.0258,218.4403,,,,,,,,,,,,,,
Washington,,7797095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0347,13.0,7535591.0,6742902.0,0.1563,0.0233,117.3272,,,,,,,,,,,,,,
Arizona,,7378494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0288,14.0,7171646.0,6407774.0,0.1515,0.0221,64.955,,,,,,,,,,,,,,
Massachusetts,,6976597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0108,15.0,6902149.0,6566431.0,0.0625,0.0209,894.4355,,,,,,,,,,,,,,
Tennessee,,6897576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0188,16.0,6770010.0,6355301.0,0.0853,0.0206,167.2748,,,,,,,,,,,,,,
Indiana,,6745354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,17.0,6691878.0,6490436.0,0.0393,0.0202,188.281,,,,,,,,,,,,,,
Missouri,,6169270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,18.0,6126452.0,5995976.0,0.0289,0.0185,89.7453,,,,,,,,,,,,,,
Maryland,,6083116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0067,19.0,6042718.0,5788642.0,0.0509,0.0182,626.6731,,,,,,,,,,,,,,
Wisconsin,,5851754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0066,20.0,5813568.0,5690479.0,0.0283,0.0175,108.0497,,,,,,,,,,,,,,
Colorado,,5845526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0263,21.0,5695564.0,5048281.0,0.1579,0.0175,56.4011,,,,,,,,,,,,,,
Minnesota,,5700671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0159,22.0,5611179.0,5310843.0,0.0734,0.017,71.5922,,,,,,,,,,,,,,
South Carolina,,5210095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0248,23.0,5084127.0,4635656.0,0.1239,0.0156,173.3174,,,,,,,,,,,,,,
Alabama,,4908621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0042,24.0,4887871.0,4785448.0,0.0257,0.0147,96.9221,,,,,,,,,,,,,,
Louisiana,,4645184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0032,25.0,4659978.0,4544532.0,0.0221,0.0139,107.5175,,,,,,,,,,,,,,
Kentucky,,4499692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,26.0,4468402.0,4348200.0,0.0348,0.0135,113.9566,,,,,,,,,,,,,,
Oregon,,4301089.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0263,27.0,4190713.0,3837532.0,0.1208,0.0129,44.8086,,,,,,,,,,,,,,
Oklahoma,,3954821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,28.0,3943079.0,3759632.0,0.0519,0.0118,57.6547,,,,,,,,,,,,,,
Connecticut,,3563077.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0027,29.0,3572665.0,3579125.0,-0.0045,0.0107,735.8689,,,,,,,,,,,,,,
Utah,,3282115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0383,30.0,3161105.0,2775334.0,0.1826,0.0098,39.943,,,,,,,,,,,,,,
Iowa,,3179849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0075,31.0,3156145.0,3050767.0,0.0423,0.0095,56.9284,,,,,,,,,,,,,,
Nevada,,3139658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0347,32.0,3034392.0,2702464.0,0.1618,0.0094,28.5993,,,,,,,,,,,,,,
Arkansas,,3038999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084,33.0,3013825.0,2921978.0,0.04,0.0091,58.403,,,,,,,,,,,,,,
Puerto Rico,,3032165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.051,34.0,3195153.0,3721525.0,-0.1852,0.0091,876.6016,,,,,,,,,,,,,,
Mississippi,,2989260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009,35.0,2986530.0,2970536.0,0.0063,0.0089,63.7056,,,,,,,,,,,,,,
Kansas,,2910357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0004,36.0,2911505.0,2858213.0,0.0182,0.0087,35.5968,,,,,,,,,,,,,,
New Mexico,,2096640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006,37.0,2095428.0,2064588.0,0.0155,0.0063,17.285,,,,,,,,,,,,,,
Nebraska,,1952570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0121,38.0,1929268.0,1829536.0,0.0672,0.0058,25.4161,,,,,,,,,,,,,,
Idaho,,1826156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041,39.0,1754208.0,1570773.0,0.1626,0.0055,22.0969,,,,,,,,,,,,,,
West Virginia,,1778070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0154,40.0,1805832.0,1854214.0,-0.0411,0.0053,73.9691,,,,,,,,,,,,,,
Hawaii,,1412687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0055,41.0,1420491.0,1363963.0,0.0357,0.0042,219.9419,,,,,,,,,,,,,,
New Hampshire,,1371246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0109,42.0,1356458.0,1316777.0,0.0414,0.0041,153.1605,,,,,,,,,,,,,,
Maine,,1345790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0055,43.0,1338404.0,1327632.0,0.0137,0.004,43.6336,,,,,,,,,,,,,,
Montana,,1086759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023,44.0,1062305.0,990722.0,0.0969,0.0033,7.4668,,,,,,,,,,,,,,
Rhode Island,,1056161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0011,45.0,1057315.0,1053938.0,0.0021,0.0032,1021.4323,,,,,,,,,,,,,,
Delaware,,982895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0163,46.0,967171.0,899595.0,0.0926,0.0029,504.3073,,,,,,,,,,,,,,
South Dakota,,903027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0236,47.0,882235.0,816165.0,0.1064,0.0027,11.9116,,,,,,,,,,,,,,
North Dakota,,761723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0022,48.0,760077.0,674710.0,0.129,0.0023,11.0393,,,,,,,,,,,,,,
Alaska,,734002.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0047,49.0,737438.0,713906.0,0.0281,0.0022,1.2863,,,,,,,,,,,,,,
District of Columbia,,720687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026,50.0,702455.0,605085.0,0.1911,0.0022,11814.541,,,,,,,,,,,,,,
Vermont,,628061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0028,51.0,626299.0,625880.0,0.0035,0.0019,68.1416,,,,,,,,,,,,,,
Wyoming,,567025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0185,52.0,577737.0,564483.0,0.0045,0.0017,5.84,,,,,,,,,,,,,,
Alabama ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,083,927","1,836,504","167,396","656,008","35,002","206,113","383,589","388,396","247,424",,,,,
Alaska ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,030,701","855,609","13,367","202,798","10,053","100,387","202,056","326,951","175,091",,,,,
Arizona ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,327,385","3,911,667","171,258","1,033,321","87,207","748,683","881,278","989,922","415,717",,,,,
Arkansas ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,390,053","1,234,191","228,658","380,557","15,676","155,889","196,088","257,324","155,862",,,,,
California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,383,466","24,223,717","2,139,669","5,804,727","429,890","5,275,931","3,432,888","7,140,612","3,159,749",,,,,
Colorado ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,963,912","5,294,002","186,924","1,200,145","210,520","1,269,076","1,098,658","1,328,679","669,910",,,,,
Connecticut ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,923,607","1,756,921","163,870","523,014","68,330","339,726","213,537","448,444","166,686",,,,,
Delaware ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"611,026","570,365","25,609","222,975","10,668","62,596","169,369","76,035","40,661",,,,,
District of Columbia ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"977,279","751,938",(D),"128,943","6,099","137,529","338,136",(D),"225,341",,,,,
Florida ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,690,183","19,566,765","529,000","3,982,411","298,301","5,411,340","4,720,704","4,625,008","1,123,418",,,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,274,833","5,687,701","541,765","1,392,935","92,768","849,054","708,207","2,102,973","587,132",,,,,
Hawaii ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,437,813","2,237,381","27,906","351,466","26,970","217,816","668,783","944,442","200,432",,,,,
Idaho ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,182,979","1,071,911","123,291","379,802","19,116","161,860","172,278","215,563","111,069",,,,,
Illinois ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,737,696","6,571,896","731,439","1,547,051","178,949","1,197,759","653,786","2,262,912","1,165,800",,,,,
Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,486,832","4,236,457","1,955,843","853,596","52,943","475,626","262,233","636,216","250,375",,,,,
